356	1461	5	1	550
357	1461	5	1	565
358	1461	5	1	710
359	1461	5	1	757
360	1461	5	1	898
361	1461	5	1	922
362	1461	5	1	1006
363	1494	5	2	310
364	1494	5	2	376
365	1494	5	2	668
366	1494	5	2	1324
367	1494	5	2	1710
368	1494	5	2	1899
369	1494	5	2	2050
370	1494	5	2	2512
371	1494	5	2	2543
372	1494	5	2	2587
373	1494	5	2	2978
374	1523	5	1	56
375	1523	5	1	485
376	1523	5	1	635
377	1523	5	1	680
378	1523	5	1	738
379	1523	5	1	840
380	1523	5	1	920
381	1523	5	1	925
382	1523	5	1	1079
383	1523	5	1	1265
384	1523	5	1	1352
385	1580	5	2	940
386	1580	5	2	2473
387	1580	5	2	2600
388	1580	5	2	2630
389	1580	5	2	3764
390	1580	5	2	4019
391	1580	5	2	4735
392	1580	5	2	4756
393	1580	5	2	5168
394	1580	5	2	5176
395	1580	5	2	5180
396	1647	3	2	476
397	1647	3	2	500
398	1647	3	2	514
399	1647	3	2	529
400	1647	3	2	554
401	1647	3	2	605
402	1647	3	2	638
403	1647	3	2	642
404	1647	3	2	657
405	1647	3	2	700
406	1647	3	2	975
407	1655	5	1	1170
408	1655	5	1	6710
409	1655	5	1	9470
410	1655	5	1	10152
411	1655	5	1	10465
412	1655	5	1	11067
413	1655	5	1	13576
414	1655	5	1	14500
415	1655	5	1	15790
416	1655	5	1	16183
417	1655	5	1	18801
418	1656	5	2	179
419	1656	5	2	221
420	1656	5	2	292
421	1656	5	2	538
422	1656	5	2	659
423	1656	5	2	788
424	1656	5	2	1001
425	1656	5	2	1011
426	1656	5	2	1012
427	1656	5	2	1300
428	1656	5	2	2588
429	1718	7	1	7494
430	1718	7	1	8607
431	1718	7	1	10584
432	1718	7	1	14383
433	1718	7	1	15281
434	1718	7	1	17127
435	1718	7	1	17888
436	1718	7	1	18277
437	1718	7	1	22084
438	1718	7	1	24427
439	1718	7	1	24605
440	1719	5	1	183
441	1719	5	1	271
442	1719	5	1	299
443	1719	5	1	333
444	1719	5	1	736
445	1719	5	1	814
446	1719	5	1	951
447	1719	5	1	957
448	1719	5	1	1033
449	1719	5	1	1057
450	1719	5	1	1138
451	1726	5	1	169
452	1726	5	1	196
453	1726	5	1	264
454	1726	5	1	449
455	1726	5	1	600
456	1726	5	1	669
457	1726	5	1	683
458	1726	5	1	694
459	1726	5	1	831
460	1726	5	1	897
461	1726	5	1	991
462	1796	5	1	93
463	1796	5	1	345
464	1796	5	1	466
465	1796	5	1	569
466	1796	5	1	625
467	1796	5	1	698
468	1796	5	1	766
469	1796	5	1	900
470	1796	5	1	912
471	1796	5	1	1069
472	1796	5	1	1172
473	1832	5	1	1664
474	1832	5	1	3638
475	1832	5	1	4841
476	1832	5	1	7854
477	1832	5	1	8028
478	1832	5	1	10015
479	1832	5	1	10188
480	1832	5	1	13066
481	1832	5	1	13245
482	1832	5	1	14608
483	1832	5	1	18522
484	1856	5	1	92
485	1856	5	1	3765
486	1856	5	1	5172
487	1856	5	1	11539
488	1856	5	1	11857
489	1856	5	1	18000
490	1856	5	1	24857
491	1856	5	1	28826
492	1856	5	1	30317
493	1856	5	1	33737
494	1856	5	1	35396
495	1857	5	2	249
496	1857	5	2	485
497	1857	5	2	496
498	1857	5	2	638
499	1857	5	2	753
500	1857	5	2	1185
501	1857	5	2	1274
502	1857	5	2	1380
503	1857	5	2	1986
504	1857	5	2	2161
505	1857	5	2	2312
506	1988	5	1	114
507	1988	5	1	454
508	1988	5	1	517
509	1988	5	1	569
510	1988	5	1	586
511	1988	5	1	600
512	1988	5	1	696
513	1988	5	1	750
514	1988	5	1	834
515	1988	5	1	916
516	1988	5	1	1096
517	1989	5	2	47
518	1989	5	2	75
519	1989	5	2	174
520	1989	5	2	319
521	1989	5	2	743
522	1989	5	2	746
523	1989	5	2	850
524	1989	5	2	863
525	1989	5	2	952
526	1989	5	2	987
527	1989	5	2	1253
528	2003	5	1	366
529	2003	5	1	1010
530	2003	5	1	2632
531	2003	5	1	3438
532	2003	5	1	4736
533	2003	5	1	4936
534	2003	5	1	5876
535	2003	5	1	7350
536	2003	5	1	8564
537	2003	5	1	8933
538	2003	5	1	9136
539	2018	5	2	115
540	2018	5	2	326
541	2018	5	2	394
542	2018	5	2	559
543	2018	5	2	694
544	2018	5	2	742
545	2018	5	2	811
546	2018	5	2	925
547	2018	5	2	930
548	2018	5	2	1038
549	2018	5	2	1319
550	2051	11	1	8119
551	2051	11	1	50943
552	2051	11	1	76000
553	2051	11	1	86052
554	2051	11	1	100873
555	2051	11	1	103873
556	2051	11	1	108646
557	2051	11	1	109587
558	2051	11	1	112017
559	2051	11	1	116566
560	2051	11	1	127607
561	2107	10	2	3929
562	2107	10	2	5077
563	2107	10	2	9412
564	2107	10	2	10757
565	2107	10	2	13327
566	2107	10	2	15671
567	2107	10	2	16800
568	2107	10	2	21130
569	2107	10	2	21570
570	2107	10	2	25906
571	2107	10	2	33266
572	2114	0	2	4
573	2114	0	2	23
574	2114	0	2	38
575	2114	0	2	42
576	2114	0	2	57
577	2114	0	2	62
578	2114	0	2	66
579	2114	0	2	69
580	2114	0	2	70
581	2114	0	2	75
582	2167	5	1	45
583	2167	5	1	57
584	2167	5	1	94
585	2167	5	1	269
586	2167	5	1	382
587	2167	5	1	411
588	2167	5	1	444
589	2167	5	1	513
590	2167	5	1	525
591	2167	5	1	559
592	2211	13	1	1536
593	2211	13	1	1999
594	2211	13	1	3921
595	2211	13	1	4218
596	2211	13	1	4553
597	2211	13	1	4654
598	2211	13	1	4685
599	2211	13	1	5000
600	2211	13	1	6407
601	2211	13	1	8829
602	2211	13	1	9884
603	2215	13	1	10680
604	2215	13	1	18036
605	2215	13	1	18071
606	2215	13	1	18224
607	2215	13	1	20204
608	2215	13	1	25000
609	2215	13	1	25361
610	2215	13	1	31840
611	2215	13	1	32636
612	2215	13	1	33786
613	2215	13	1	41334
614	2237	5	1	735
615	2237	5	1	1388
616	2237	5	1	1505
617	2237	5	1	4489
618	2237	5	1	4667
619	2237	5	1	6062
620	2237	5	1	7006
621	2237	5	1	7620
622	2237	5	1	7805
623	2237	5	1	8003
624	2237	5	1	8737
625	2325	13	1	87
626	2325	13	1	104
627	2325	13	1	316
628	2325	13	1	429
629	2325	13	1	479
630	2325	13	1	646
631	2325	13	1	662
632	2325	13	1	810
633	2325	13	1	928
634	2325	13	1	1264
635	2325	13	1	1296
636	2354	5	2	24
637	2354	5	2	261
638	2354	5	2	290
639	2354	5	2	894
640	2354	5	2	921
641	2354	5	2	934
642	2354	5	2	1161
643	2354	5	2	1281
644	2354	5	2	1425
645	2354	5	2	1635
646	2354	5	2	1660
647	2366	13	1	419
648	2366	13	1	1258
649	2366	13	1	1283
650	2366	13	1	1831
651	2366	13	1	2400
652	2366	13	1	2412
653	2366	13	1	2490
654	2366	13	1	2870
655	2366	13	1	3612
656	2366	13	1	4106
657	2366	13	1	4598
658	2375	5	1	136
659	2375	5	1	564
660	2375	5	1	601
661	2375	5	1	864
662	2375	5	1	931
663	2375	5	1	1045
664	2375	5	1	1066
665	2375	5	1	1208
666	2375	5	1	1262
667	2375	5	1	1288
668	2375	5	1	1421
669	2457	5	1	322
670	2457	5	1	355
671	2457	5	1	375
672	2457	5	1	718
673	2457	5	1	771
674	2457	5	1	799
675	2457	5	1	811
676	2457	5	1	910
677	2457	5	1	991
678	2457	5	1	1038
679	2457	5	1	1104
680	2476	13	1	86
681	2476	13	1	568
682	2476	13	1	696
683	2476	13	1	874
684	2476	13	1	2528
685	2476	13	1	3794
686	2476	13	1	4100
687	2476	13	1	5358
688	2476	13	1	5696
689	2476	13	1	7450
690	2476	13	1	7485
691	2496	10	2	5176
692	2496	10	2	6162
693	2496	10	2	6406
694	2496	10	2	12162
695	2496	10	2	12366
696	2496	10	2	13325
697	2496	10	2	14276
698	2496	10	2	14698
699	2496	10	2	15194
700	2496	10	2	17672
701	2496	10	2	20070
702	2525	5	1	986
703	2525	5	1	1006
704	2525	5	1	1794
705	2525	5	1	2560
706	2525	5	1	6020
707	2525	5	1	7760
708	2525	5	1	8864
709	2525	5	1	9000
710	2525	5	1	10081
711	2525	5	1	13903
712	2525	5	1	16817
713	2632	5	1	262
714	2632	5	1	320
715	2632	5	1	395
716	2632	5	1	647
717	2632	5	1	666
718	2632	5	1	720
719	2632	5	1	950
720	2632	5	1	964
721	2632	5	1	1445
722	2632	5	1	1568
723	2632	5	1	1733
724	2643	5	1	132
725	2643	5	1	513
726	2643	5	1	562
727	2643	5	1	563
728	2643	5	1	627
729	2643	5	1	650
730	2643	5	1	935
731	2643	5	1	958
732	2643	5	1	1072
733	2643	5	1	1104
734	2643	5	1	1206
735	2669	5	2	36
736	2669	5	2	75
737	2669	5	2	381
738	2669	5	2	1092
739	2669	5	2	1800
740	2669	5	2	2124
741	2669	5	2	2158
742	2669	5	2	2473
743	2669	5	2	2657
744	2669	5	2	3007
745	2669	5	2	3179
746	2783	13	1	736
747	2783	13	1	1926
748	2783	13	1	2249
749	2783	13	1	2434
750	2783	13	1	2681
751	2783	13	1	2849
752	2783	13	1	2910
753	2783	13	1	3809
754	2783	13	1	4732
755	2783	13	1	5011
756	2783	13	1	5528
757	2811	5	2	1851
758	2811	5	2	2187
759	2811	5	2	4750
760	2811	5	2	6136
761	2811	5	2	9161
762	2811	5	2	9543
763	2811	5	2	9776
764	2811	5	2	9899
765	2811	5	2	10531
766	2811	5	2	11263
767	2811	5	2	12006
768	2822	5	1	166
769	2822	5	1	442
770	2822	5	1	1026
771	2822	5	1	1178
772	2822	5	1	1450
773	2822	5	1	1686
774	2822	5	1	1712
775	2822	5	1	1885
776	2822	5	1	2348
777	2822	5	1	2699
778	2822	5	1	2708
779	2887	10	2	3715
780	2887	10	2	7079
781	2887	10	2	8981
782	2887	10	2	18679
783	2887	10	2	30276
784	2887	10	2	30500
785	2887	10	2	32771
786	2887	10	2	44960
787	2887	10	2	47808
788	2887	10	2	49689
789	2887	10	2	53617
790	2947	5	1	573
791	2947	5	1	799
792	2947	5	1	1000
793	2947	5	1	2474
794	2947	5	1	2763
795	2947	5	1	3972
796	2947	5	1	4139
797	2947	5	1	4500
798	2947	5	1	4620
799	2947	5	1	4717
800	2947	5	1	7644
801	2986	13	1	62
802	2986	13	1	1099
803	2986	13	1	1599
804	2986	13	1	2650
805	2986	13	1	2685
806	2986	13	1	3300
807	2986	13	1	3667
808	2986	13	1	4707
809	2986	13	1	5110
810	2986	13	1	5575
811	2986	13	1	6418
812	3000	13	1	2048
813	3000	13	1	3660
814	3000	13	1	5572
815	3000	13	1	5971
816	3000	13	1	7000
817	3000	13	1	8739
818	3000	13	1	9022
819	3000	13	1	11131
820	3000	13	1	11357
821	3000	13	1	11444
822	3000	13	1	13487
823	3084	10	2	821
824	3084	10	2	823
825	3084	10	2	2112
826	3084	10	2	2159
827	3084	10	2	2553
828	3084	10	2	2906
829	3084	10	2	3081
830	3084	10	2	3568
831	3084	10	2	3869
832	3084	10	2	3877
833	3084	10	2	3922
834	3235	5	2	190
835	3235	5	2	217
836	3235	5	2	438
837	3235	5	2	533
838	3235	5	2	645
839	3235	5	2	1539
840	3235	5	2	2296
841	3235	5	2	3300
842	3235	5	2	3912
843	3235	5	2	5148
844	3235	5	2	5255
845	3360	5	1	311
846	3360	5	1	533
847	3360	5	1	1011
848	3360	5	1	1060
849	3360	5	1	2467
850	3360	5	1	2637
851	3360	5	1	3011
852	3360	5	1	3131
853	3360	5	1	4224
854	3360	5	1	5633
855	3360	5	1	5838
856	3480	5	1	302
857	3480	5	1	1622
858	3480	5	1	2049
859	3480	5	1	4733
860	3480	5	1	7924
861	3480	5	1	8000
862	3480	5	1	8848
863	3480	5	1	10515
864	3480	5	1	10834
865	3480	5	1	10922
866	3480	5	1	12938
867	3533	13	1	449
868	3533	13	1	471
869	3533	13	1	472
870	3533	13	1	555
871	3533	13	1	605
872	3533	13	1	800
873	3533	13	1	801
874	3533	13	1	878
875	3533	13	1	1098
876	3533	13	1	1322
877	3533	13	1	1335
878	3557	13	2	58
879	3557	13	2	141
880	3557	13	2	368
881	3557	13	2	670
882	3557	13	2	733
883	3557	13	2	900
884	3557	13	2	999
885	3557	13	2	1339
886	3557	13	2	1453
887	3557	13	2	1492
888	3557	13	2	1632
889	3643	5	1	146
890	3643	5	1	156
891	3643	5	1	167
892	3643	5	1	170
893	3643	5	1	193
894	3643	5	1	251
895	3643	5	1	289
896	3643	5	1	402
897	3643	5	1	472
898	3643	5	1	486
899	3643	5	1	595
900	3713	2	1	107
901	3713	2	1	464
902	3713	2	1	567
903	3713	2	1	785
904	3713	2	1	953
905	3713	2	1	986
906	3713	2	1	1056
907	3713	2	1	1100
908	3713	2	1	1654
909	3713	2	1	2057
910	3713	2	1	2189
911	3751	10	2	125
912	3751	10	2	1113
913	3751	10	2	1292
914	3751	10	2	3261
915	3751	10	2	3687
916	3751	10	2	4681
917	3751	10	2	9393
918	3751	10	2	10594
919	3751	10	2	14604
920	3751	10	2	15538
921	3751	10	2	17717
922	3775	5	2	61
923	3775	5	2	1619
924	3775	5	2	7112
925	3775	5	2	7601
926	3775	5	2	8677
927	3775	5	2	9300
928	3775	5	2	9576
929	3775	5	2	10336
930	3775	5	2	14708
931	3775	5	2	17744
932	3775	5	2	17846
933	3822	13	1	1546
934	3822	13	1	2196
935	3822	13	1	2264
936	3822	13	1	2856
937	3822	13	1	2932
938	3822	13	1	4673
939	3822	13	1	6100
940	3822	13	1	7198
941	3822	13	1	9439
942	3822	13	1	10681
943	3822	13	1	11968
944	3841	5	1	326
945	3841	5	1	331
946	3841	5	1	1266
947	3841	5	1	1350
948	3841	5	1	1762
949	3841	5	1	1819
950	3841	5	1	1974
951	3841	5	1	2460
952	3841	5	1	2529
953	3841	5	1	2580
954	3841	5	1	2684
955	3901	2	1	114
956	3901	2	1	832
957	3901	2	1	876
958	3901	2	1	968
959	3901	2	1	1014
960	3901	2	1	1100
961	3901	2	1	1498
962	3901	2	1	1520
963	3901	2	1	1890
964	3901	2	1	2039
965	3901	2	1	2067
966	3952	5	2	56
967	3952	5	2	294
968	3952	5	2	507
969	3952	5	2	1089
970	3952	5	2	1481
971	3952	5	2	1522
972	3952	5	2	1535
973	3952	5	2	1740
974	3952	5	2	2188
975	3952	5	2	2262
976	3952	5	2	2892
977	3974	5	2	710
978	3974	5	2	818
979	3974	5	2	962
980	3974	5	2	2587
981	3974	5	2	6000
982	3974	5	2	7365
983	3974	5	2	7557
984	3974	5	2	8789
985	3974	5	2	9570
986	3974	5	2	10610
987	3974	5	2	11283
988	4060	5	1	77
989	4060	5	1	149
990	4060	5	1	163
991	4060	5	1	355
992	4060	5	1	1900
993	4060	5	1	2290
994	4060	5	1	2896
995	4060	5	1	2905
996	4060	5	1	3012
997	4060	5	1	3463
998	4060	5	1	3658
999	4225	10	2	425
1000	4225	10	2	2154
